sub,sub_num,orig_epoch,condition,item_name,familiarity,match_status,isPC_LPC
09,9,64,Anomalous,shoulder,2.4375,matched,0.977607846465221
09,9,66,Anomalous,couch,2.4375,matched,0.960381527948705
09,9,68,Literal,light,5.47058823529412,matched,0.992478601626335
09,9,69,Metaphor,bag,6.38888888888889,matched,0.937878461250374
09,9,70,Metaphor,teeth,2.6875,unmatched,0.961234499757045
09,9,72,Metaphor,growing,2.75,unmatched,0.949735155997861
09,9,74,Metaphor,words,3.5625,matched,0.974772205925858
09,9,76,Anomalous,broken,2.5625,matched,0.957116845150688
09,9,77,Literal,lifting,6.0625,matched,0.992823570534889
09,9,79,Anomalous,head,4.375,matched,0.965911491644958
09,9,80,Metaphor,body,3.52941176470588,unmatched,0.980461437725626
09,9,81,Literal,dry,5,unmatched,0.977079198223781
09,9,82,Literal,sheep,4.52941176470588,matched,0.958272392715602
09,9,84,Literal,couple,5.82352941176471,matched,0.937647958369468
09,9,85,Metaphor,smell,4,unmatched,0.980368953749223
09,9,86,Anomalous,blind,3.26666666666667,matched,0.987578299169704
09,9,87,Anomalous,scale,2.6875,matched,0.957841964778962
09,9,88,Metaphor,scattered,4.82352941176471,matched,0.993244383632031
09,9,89,Anomalous,empty,2,matched,0.958266025992597
09,9,90,Literal,clock,5.5,matched,0.952308787902732
09,9,91,Anomalous,bin,2.8125,matched,0.983650441816756
09,9,92,Metaphor,chains,4.58823529411765,matched,0.979436255440154
09,9,93,Anomalous,missing,2.8125,unmatched,0.933600991895666
09,9,94,Anomalous,tears,1.64705882352941,unmatched,0.959473139535378
09,9,95,Anomalous,food,3.58823529411765,matched,0.95454238529173
09,9,97,Literal,thought,5.52941176470588,matched,0.952789578932402
09,9,98,Metaphor,heart,4.625,unmatched,0.932202969583048
09,9,101,Metaphor,drowning,5.0625,matched,0.991680710763704
09,9,102,Literal,walking,3.9375,matched,0.992798389062221
09,9,104,Metaphor,eye,4.375,matched,0.966499408607454
09,9,105,Metaphor,cough,2.58823529411765,unmatched,0.920434094359081
09,9,106,Literal,rain,5.875,matched,0.997665688087582
09,9,107,Anomalous,fishing,1.35294117647059,unmatched,0.964369782673277
09,9,108,Metaphor,key,5.17647058823529,matched,0.790882890877099
09,9,109,Literal,pills,4.8125,unmatched,0.976178600764285
09,9,110,Literal,fight,5.3125,matched,0.956452192766181
09,9,112,Metaphor,charging,4.625,matched,0.978041816253923
09,9,113,Anomalous,tree,2.375,matched,0.944732006750895
09,9,114,Anomalous,tag,2.66666666666667,unmatched,0.9108039867534
09,9,115,Metaphor,fixed,4.6875,matched,0.935132811942179
09,9,116,Anomalous,root,2.41176470588235,unmatched,0.966861642521954
09,9,119,Anomalous,lifting,1.94444444444444,matched,0.957651130543439
09,9,120,Metaphor,jail,4.66666666666667,matched,0.95881160363658
09,9,121,Metaphor,plant,5.66666666666667,matched,0.97700354090573
09,9,124,Anomalous,fight,1.94444444444444,matched,0.981984851203309
09,9,125,Metaphor,tears,4.16666666666667,unmatched,0.958320871972933
09,9,126,Literal,eye,5.44444444444444,matched,0.975549283029422
09,9,127,Metaphor,tree,5.33333333333333,matched,0.909494261347922
09,9,128,Literal,scattered,4.72222222222222,matched,0.977348749294826
09,9,129,Literal,smell,5.66666666666667,unmatched,0.912222409664666
09,9,132,Literal,walk,5.16666666666667,matched,0.950829651788682
09,9,134,Anomalous,walking,2.5,matched,0.939232844852613
09,9,137,Anomalous,clock,4,matched,0.957717039041976
09,9,138,Literal,cough,5.94444444444444,unmatched,0.960298051566829
09,9,139,Metaphor,broken,6.55555555555556,matched,0.959906320358268
09,9,141,Literal,drowning,5.22222222222222,matched,0.928543136104441
09,9,142,Anomalous,couple,2.16666666666667,matched,0.942242657031651
09,9,143,Metaphor,shoulder,3.77777777777778,matched,0.972417146768885
09,9,144,Literal,heart,6.38888888888889,unmatched,0.986220833980556
09,9,145,Metaphor,scale,5.66666666666667,matched,0.973621112480102
09,9,146,Literal,key,5.33333333333333,matched,0.967756081533412
09,9,147,Metaphor,couch,6.11111111111111,matched,0.966157933668614
09,9,148,Metaphor,tag,3.94444444444444,unmatched,0.913544922432623
09,9,149,Literal,body,5.66666666666667,unmatched,0.975038452896421
09,9,150,Metaphor,blind,5.55555555555556,matched,0.954865744288386
09,9,152,Literal,running,5.72222222222222,matched,0.954826791511782
09,9,153,Anomalous,rain,2.61111111111111,matched,0.986762570820586
09,9,155,Metaphor,head,4.61111111111111,matched,0.935190824624226
09,9,156,Literal,words,3.77777777777778,matched,0.951940038745594
09,9,157,Literal,charging,6.11111111111111,matched,0.984684880833096
09,9,158,Literal,bag,3.72222222222222,matched,0.965252682929651
09,9,159,Literal,fixed,5,matched,0.970078723015846
09,9,160,Metaphor,root,3.05555555555556,unmatched,0.949060094279869
09,9,161,Anomalous,light,2.16666666666667,matched,0.945986464351777
09,9,162,Anomalous,pills,2.88888888888889,unmatched,0.969296605355707
09,9,163,Metaphor,fishing,4.27777777777778,unmatched,0.99079008855572
09,9,164,Metaphor,bin,4.72222222222222,matched,0.990828930894715
09,9,165,Metaphor,empty,5.05555555555556,matched,0.982393247905707
09,9,166,Anomalous,dry,1.61111111111111,unmatched,0.963282544175584
09,9,167,Anomalous,sheep,2.72222222222222,matched,0.936482112194904
09,9,168,Literal,growing,5.11111111111111,unmatched,0.929917689346105
09,9,169,Literal,chains,5.5,matched,0.970040995196869
09,9,170,Literal,teeth,5.05555555555556,unmatched,0.982498055632899
09,9,171,Metaphor,missing,4.44444444444444,unmatched,0.987544696848964
11,11,1,Metaphor,chains,4.58823529411765,matched,0.987686112267065
11,11,2,Anomalous,missing,2.8125,unmatched,0.98316804692559
11,11,4,Metaphor,words,3.5625,matched,0.974906955380128
11,11,5,Anomalous,broken,2.5625,matched,0.96842030520118
11,11,6,Metaphor,body,3.52941176470588,unmatched,0.987937422165528
11,11,7,Literal,clock,5.5,matched,0.975155054405158
11,11,8,Anomalous,scale,2.6875,matched,0.973591999246998
11,11,12,Anomalous,shoulder,2.4375,matched,0.983428021688092
11,11,14,Literal,couple,5.82352941176471,matched,0.982677431439618
11,11,16,Literal,fight,5.3125,matched,0.989150222347153
11,11,18,Metaphor,fixed,4.6875,matched,0.977486977393481
11,11,19,Metaphor,walk,5.88235294117647,matched,0.988646363114579
11,11,20,Anomalous,head,4.375,matched,0.983799172223897
11,11,21,Anomalous,couch,2.4375,matched,0.985904184091555
11,11,23,Metaphor,scattered,4.82352941176471,matched,0.93708972545982
11,11,24,Metaphor,bag,6.38888888888889,matched,0.979855969752284
11,11,26,Literal,thought,5.52941176470588,matched,0.957457772916884
11,11,27,Anomalous,jail,2.52941176470588,matched,0.945260405734038
11,11,28,Anomalous,fishing,1.35294117647059,unmatched,0.957279655077103
11,11,29,Literal,pills,4.8125,unmatched,0.874735449375517
11,11,31,Anomalous,empty,2,matched,0.977726567167788
11,11,34,Metaphor,teeth,2.6875,unmatched,0.94991974321052
11,11,35,Anomalous,tears,1.64705882352941,unmatched,0.98578020457966
11,11,36,Metaphor,eye,4.375,matched,0.965456829503176
11,11,37,Anomalous,tag,2.66666666666667,unmatched,0.986382316484817
11,11,39,Metaphor,running,5.53333333333333,matched,0.906325378048063
11,11,40,Metaphor,heart,4.625,unmatched,0.985375529965218
11,11,41,Literal,light,5.47058823529412,matched,0.987467775499196
11,11,42,Metaphor,drowning,5.0625,matched,0.955549561504333
11,11,43,Literal,walking,3.9375,matched,0.944584842980739
11,11,44,Anomalous,blind,3.26666666666667,matched,0.983459191107264
11,11,45,Anomalous,tree,2.375,matched,0.976548724652956
11,11,46,Anomalous,food,3.58823529411765,matched,0.986080404638123
11,11,47,Literal,sheep,4.52941176470588,matched,0.963583162132347
11,11,48,Metaphor,smell,4,unmatched,0.980105454848132
11,11,49,Literal,rain,5.875,matched,0.958572118835104
11,11,50,Anomalous,root,2.41176470588235,unmatched,0.891594198513832
11,11,51,Anomalous,bin,2.8125,matched,0.942124010228288
11,11,52,Literal,dry,5,unmatched,0.966997322170644
11,11,53,Anomalous,plant,3.0625,matched,0.982575733024464
11,11,54,Metaphor,charging,4.625,matched,0.973343071231526
11,11,55,Metaphor,key,5.17647058823529,matched,0.987878797574797
11,11,56,Metaphor,growing,2.75,unmatched,0.977376982112576
11,11,58,Metaphor,cough,2.58823529411765,unmatched,0.966831326465803
11,11,59,Metaphor,couch,6.11111111111111,matched,0.939866639478656
11,11,60,Literal,eye,5.44444444444444,matched,0.993972303629671
11,11,61,Metaphor,root,3.05555555555556,unmatched,0.987655535128835
11,11,62,Anomalous,dry,1.61111111111111,unmatched,0.914582913730098
11,11,63,Literal,walk,5.16666666666667,matched,0.95704258595232
11,11,65,Literal,drowning,5.22222222222222,matched,0.976610659352282
11,11,66,Anomalous,sheep,2.72222222222222,matched,0.954025656059636
11,11,67,Metaphor,broken,6.55555555555556,matched,0.982437792272908
11,11,68,Literal,heart,6.38888888888889,unmatched,0.961816337147421
11,11,69,Metaphor,missing,4.44444444444444,unmatched,0.986030298780276
11,11,70,Literal,cough,5.94444444444444,unmatched,0.949927717347772
11,11,71,Metaphor,blind,5.55555555555556,matched,0.976373829204011
11,11,72,Anomalous,walking,2.5,matched,0.975868580270478
11,11,73,Metaphor,fishing,4.27777777777778,unmatched,0.953429878241587
11,11,74,Anomalous,lifting,1.94444444444444,matched,0.976768474887771
11,11,77,Metaphor,food,5.83333333333333,matched,0.946476327337107
11,11,80,Metaphor,scale,5.66666666666667,matched,0.889649875046221
11,11,82,Metaphor,tears,4.16666666666667,unmatched,0.974645517947324
11,11,84,Metaphor,shoulder,3.77777777777778,matched,0.944567208536118
11,11,85,Literal,teeth,5.05555555555556,unmatched,0.986804386543926
11,11,86,Anomalous,couple,2.16666666666667,matched,0.952566529799721
11,11,88,Metaphor,tag,3.94444444444444,unmatched,0.916879156415517
11,11,89,Literal,smell,5.66666666666667,unmatched,0.979733795397215
11,11,90,Literal,growing,5.11111111111111,unmatched,0.951210685779515
11,11,91,Metaphor,head,4.61111111111111,matched,0.96481302059382
11,11,92,Literal,body,5.66666666666667,unmatched,0.978977762987384
11,11,93,Metaphor,jail,4.66666666666667,matched,0.97359426017643
11,11,94,Literal,key,5.33333333333333,matched,0.962896287937939
11,11,97,Metaphor,empty,5.05555555555556,matched,0.968481014940715
11,11,98,Anomalous,pills,2.88888888888889,unmatched,0.978520339159988
11,11,99,Anomalous,clock,4,matched,0.945671737903742
11,11,100,Literal,words,3.77777777777778,matched,0.979211047813522
11,11,103,Anomalous,thought,3.27777777777778,matched,0.955421586469245
11,11,105,Metaphor,plant,5.66666666666667,matched,0.94593483775498
11,11,106,Metaphor,bin,4.72222222222222,matched,0.971009898659269
11,11,107,Anomalous,fight,1.94444444444444,matched,0.96935975297975
11,11,109,Anomalous,rain,2.61111111111111,matched,0.937131338582129
11,11,110,Literal,running,5.72222222222222,matched,0.968983468160664
11,11,111,Literal,fixed,5,matched,0.947205981578554
11,11,112,Metaphor,tree,5.33333333333333,matched,0.943198330812482
11,11,113,Literal,bag,3.72222222222222,matched,0.98097711884028
11,11,114,Anomalous,light,2.16666666666667,matched,0.97390389943037
11,11,116,Metaphor,walking,4.9375,matched,0.96745381637487
11,11,117,Anomalous,fixed,3.875,matched,0.995059978399957
11,11,118,Anomalous,growing,2.52941176470588,unmatched,0.949701071568054
11,11,119,Anomalous,drowning,3.4375,matched,0.982152381639516
11,11,122,Anomalous,cough,4.35294117647059,unmatched,0.939707955040986
11,11,123,Literal,jail,5.82352941176471,matched,0.971743172903638
11,11,124,Literal,empty,5.17647058823529,matched,0.933810955009593
11,11,126,Anomalous,scattered,2.88235294117647,matched,0.973429579810286
11,11,127,Anomalous,eye,2.52941176470588,matched,0.942001048289938
11,11,129,Metaphor,pills,2.82352941176471,unmatched,0.979840100233295
11,11,130,Literal,plant,6.1875,matched,0.912650427746437
11,11,131,Literal,scale,5.17647058823529,matched,0.971854676509967
11,11,132,Literal,shoulder,4.875,matched,0.989980587595115
11,11,136,Anomalous,teeth,1.88235294117647,unmatched,0.963121739857066
11,11,137,Literal,broken,5.75,matched,0.970814922759545
11,11,138,Metaphor,light,4.94117647058824,matched,0.964405330221287
11,11,139,Metaphor,clock,6.35294117647059,matched,0.982674701377386
11,11,141,Anomalous,words,3.52941176470588,matched,0.958261601291295
11,11,142,Literal,tree,6.125,matched,0.993047306788567
11,11,143,Anomalous,walk,4.23529411764706,matched,0.982746613223671
11,11,144,Literal,blind,5.70588235294118,matched,0.935665247142897
11,11,145,Literal,bin,6.17647058823529,matched,0.909892749731161
11,11,146,Metaphor,thought,5.47058823529412,matched,0.949088687711357
11,11,148,Literal,tears,6.375,unmatched,0.85806434314387
11,11,150,Literal,head,3.29411764705882,matched,0.980126626119867
11,11,152,Metaphor,fight,4.875,matched,0.940415662988288
11,11,153,Anomalous,charging,4,matched,0.944402916798779
11,11,154,Metaphor,dry,3.26666666666667,unmatched,0.974330911302574
11,11,155,Anomalous,smell,1.6,unmatched,0.979873109989147
11,11,156,Literal,couch,6,matched,0.954876642934838
11,11,157,Anomalous,body,3.94117647058824,unmatched,0.988866306773561
11,11,158,Literal,fishing,6.11764705882353,unmatched,0.969592771934567
11,11,159,Literal,tag,5.625,unmatched,0.985550486522153
11,11,161,Anomalous,heart,2.35294117647059,unmatched,0.935888349697339
11,11,162,Metaphor,rain,5.88235294117647,matched,0.967869678058194
11,11,164,Anomalous,bag,1.58823529411765,matched,0.982342547810947
11,11,165,Anomalous,running,3.41176470588235,matched,0.978881033849332
11,11,166,Literal,missing,6.17647058823529,unmatched,0.961131385184432
11,11,167,Metaphor,lifting,5.5,matched,0.959189108006026
11,11,168,Metaphor,sheep,4,matched,0.972216861816771
11,11,169,Anomalous,chains,2.6875,matched,0.957859237377707
11,11,170,Anomalous,key,2.41176470588235,matched,0.9522948358737
11,11,171,Literal,root,5.29411764705882,unmatched,0.991174237969472
12,12,1,Metaphor,pills,2.82352941176471,unmatched,0.988573852656257
12,12,2,Anomalous,smell,1.6,unmatched,0.897559100207098
12,12,3,Literal,fishing,6.11764705882353,unmatched,0.961845932170091
12,12,5,Metaphor,light,4.94117647058824,matched,0.975799204170228
12,12,7,Metaphor,sheep,4,matched,0.981491442984682
12,12,8,Literal,plant,6.1875,matched,0.932274696703153
12,12,9,Metaphor,lifting,5.5,matched,0.963279227334446
12,12,10,Anomalous,body,3.94117647058824,unmatched,0.978769612305032
12,12,11,Literal,food,5.76470588235294,matched,0.983974304626757
12,12,13,Literal,scale,5.17647058823529,matched,0.985946672154338
12,12,14,Literal,tag,5.625,unmatched,0.952948475543436
12,12,17,Anomalous,key,2.41176470588235,matched,0.972408965864624
12,12,18,Metaphor,dry,3.26666666666667,unmatched,0.983004658871889
12,12,19,Anomalous,chains,2.6875,matched,0.992999187078157
12,12,20,Literal,tears,6.375,unmatched,0.954733793958999
12,12,22,Anomalous,charging,4,matched,0.940795007218469
12,12,23,Anomalous,cough,4.35294117647059,unmatched,0.955134333935498
12,12,24,Metaphor,fight,4.875,matched,0.970894680797113
12,12,25,Anomalous,growing,2.52941176470588,unmatched,0.94512137039271
12,12,27,Literal,shoulder,4.875,matched,0.933695919379968
12,12,28,Literal,couch,6,matched,0.989563191974473
12,12,29,Metaphor,thought,5.47058823529412,matched,0.981084161874954
12,12,30,Metaphor,rain,5.88235294117647,matched,0.967329590304776
12,12,31,Literal,jail,5.82352941176471,matched,0.980140875801426
12,12,32,Literal,head,3.29411764705882,matched,0.909050366677323
12,12,33,Literal,root,5.29411764705882,unmatched,0.976987897938344
12,12,36,Anomalous,scattered,2.88235294117647,matched,0.97097225331246
12,12,37,Anomalous,running,3.41176470588235,matched,0.923377908423196
12,12,39,Anomalous,words,3.52941176470588,matched,0.980215962938205
12,12,40,Literal,missing,6.17647058823529,unmatched,0.971303864082085
12,12,43,Literal,empty,5.17647058823529,matched,0.976487274623478
12,12,44,Anomalous,bag,1.58823529411765,matched,0.976145784811285
12,12,45,Metaphor,walking,4.9375,matched,0.978378888803631
12,12,46,Literal,blind,5.70588235294118,matched,0.971919314284005
12,12,47,Anomalous,fixed,3.875,matched,0.968872893374917
12,12,49,Metaphor,couple,5.05882352941176,matched,0.988342188839064
12,12,50,Literal,tree,6.125,matched,0.992657442936714
12,12,51,Anomalous,walk,4.23529411764706,matched,0.981373385633067
12,12,52,Anomalous,drowning,3.4375,matched,0.984642594185311
12,12,53,Anomalous,eye,2.52941176470588,matched,0.986626201345645
12,12,54,Literal,broken,5.75,matched,0.98846716581279
12,12,55,Literal,bin,6.17647058823529,matched,0.977969307194501
12,12,57,Metaphor,clock,6.35294117647059,matched,0.985085737544604
12,12,58,Anomalous,heart,2.35294117647059,unmatched,0.989001800389878
12,12,59,Anomalous,teeth,1.88235294117647,unmatched,0.976947299222305
12,12,60,Metaphor,body,3.52941176470588,unmatched,0.98029908434564
12,12,61,Anomalous,empty,2,matched,0.987349652480566
12,12,62,Literal,dry,5,unmatched,0.972811192791094
12,12,63,Metaphor,eye,4.375,matched,0.965236350980121
12,12,64,Literal,light,5.47058823529412,matched,0.981606522187602
12,12,65,Anomalous,head,4.375,matched,0.964350600985042
12,12,66,Metaphor,words,3.5625,matched,0.949006849762368
12,12,67,Metaphor,drowning,5.0625,matched,0.981579850547673
12,12,68,Anomalous,food,3.58823529411765,matched,0.98656157779326
12,12,69,Anomalous,tag,2.66666666666667,unmatched,0.943358012475965
12,12,71,Anomalous,jail,2.52941176470588,matched,0.949652433235537
12,12,72,Metaphor,smell,4,unmatched,0.988518961972462
12,12,73,Literal,walking,3.9375,matched,0.985463097605437
12,12,74,Literal,lifting,6.0625,matched,0.981267310355741
12,12,75,Literal,couple,5.82352941176471,matched,0.987869547956783
12,12,77,Literal,rain,5.875,matched,0.97562467241185
12,12,79,Anomalous,bin,2.8125,matched,0.958823659960556
12,12,80,Anomalous,missing,2.8125,unmatched,0.867082537790504
12,12,81,Anomalous,tears,1.64705882352941,unmatched,0.990480111264459
12,12,82,Anomalous,scale,2.6875,matched,0.966935880763402
12,12,83,Metaphor,teeth,2.6875,unmatched,0.983701561046654
12,12,84,Metaphor,bag,6.38888888888889,matched,0.965659356512968
12,12,85,Anomalous,plant,3.0625,matched,0.976008716857806
12,12,86,Anomalous,fishing,1.35294117647059,unmatched,0.992078909587873
12,12,87,Metaphor,chains,4.58823529411765,matched,0.977854902735352
12,12,91,Anomalous,blind,3.26666666666667,matched,0.970384134609146
12,12,92,Anomalous,root,2.41176470588235,unmatched,0.909344861399187
12,12,93,Metaphor,running,5.53333333333333,matched,0.986177537532992
12,12,98,Literal,fight,5.3125,matched,0.979509364320801
12,12,99,Metaphor,walk,5.88235294117647,matched,0.97155173869313
12,12,100,Metaphor,heart,4.625,unmatched,0.983011159532459
12,12,102,Literal,pills,4.8125,unmatched,0.975222860252875
12,12,104,Metaphor,key,5.17647058823529,matched,0.992437507152648
12,12,105,Anomalous,couch,2.4375,matched,0.972019370945747
12,12,107,Metaphor,growing,2.75,unmatched,0.980443093639793
12,12,108,Anomalous,tree,2.375,matched,0.975754799171339
12,12,109,Literal,thought,5.52941176470588,matched,0.95840543462333
12,12,110,Anomalous,shoulder,2.4375,matched,0.895076489548437
12,12,111,Literal,clock,5.5,matched,0.975753463337484
12,12,112,Anomalous,broken,2.5625,matched,0.921050349650421
12,12,113,Literal,sheep,4.52941176470588,matched,0.93730367970276
12,12,114,Metaphor,scattered,4.82352941176471,matched,0.985331949234347
12,12,116,Metaphor,fixed,4.6875,matched,0.962739232671367
12,12,117,Metaphor,cough,2.58823529411765,unmatched,0.993315469575584
12,12,118,Metaphor,charging,4.625,matched,0.975843931180115
12,12,120,Metaphor,tag,3.94444444444444,unmatched,0.911957860450748
12,12,121,Metaphor,head,4.61111111111111,matched,0.977015185721576
12,12,122,Metaphor,plant,5.66666666666667,matched,0.989193860252841
12,12,123,Literal,smell,5.66666666666667,unmatched,0.911069459436367
12,12,124,Metaphor,scale,5.66666666666667,matched,0.97643923027212
12,12,125,Metaphor,broken,6.55555555555556,matched,0.975305705119437
12,12,126,Anomalous,lifting,1.94444444444444,matched,0.972006321772139
12,12,127,Metaphor,blind,5.55555555555556,matched,0.98048784109647
12,12,129,Literal,teeth,5.05555555555556,unmatched,0.928812760478816
12,12,130,Anomalous,light,2.16666666666667,matched,0.958232121627309
12,12,131,Literal,growing,5.11111111111111,unmatched,0.990210017243967
12,12,132,Literal,walk,5.16666666666667,matched,0.968059844876799
12,12,135,Anomalous,couple,2.16666666666667,matched,0.979322799932676
12,12,136,Metaphor,jail,4.66666666666667,matched,0.946236365919874
12,12,137,Anomalous,sheep,2.72222222222222,matched,0.920647313215179
12,12,138,Metaphor,couch,6.11111111111111,matched,0.965320373601447
12,12,140,Literal,body,5.66666666666667,unmatched,0.944320744412444
12,12,141,Literal,charging,6.11111111111111,matched,0.958119579689471
12,12,142,Literal,drowning,5.22222222222222,matched,0.958868082083013
12,12,144,Metaphor,tree,5.33333333333333,matched,0.984406298724517
12,12,145,Literal,eye,5.44444444444444,matched,0.971339742592851
12,12,146,Anomalous,rain,2.61111111111111,matched,0.98806060575339
12,12,149,Literal,words,3.77777777777778,matched,0.944274939629694
12,12,151,Metaphor,root,3.05555555555556,unmatched,0.969095443893042
12,12,152,Metaphor,bin,4.72222222222222,matched,0.979564328950461
12,12,153,Metaphor,tears,4.16666666666667,unmatched,0.951984984969668
12,12,154,Anomalous,fight,1.94444444444444,matched,0.979716911636334
12,12,155,Metaphor,empty,5.05555555555556,matched,0.982230679754034
12,12,156,Literal,key,5.33333333333333,matched,0.947746164894394
12,12,157,Anomalous,dry,1.61111111111111,unmatched,0.976085618975891
12,12,159,Metaphor,food,5.83333333333333,matched,0.976869646977567
12,12,161,Literal,cough,5.94444444444444,unmatched,0.988934100714268
12,12,163,Anomalous,pills,2.88888888888889,unmatched,0.930852709354726
12,12,164,Literal,heart,6.38888888888889,unmatched,0.975254541216472
12,12,165,Literal,running,5.72222222222222,matched,0.894789841306598
12,12,167,Anomalous,clock,4,matched,0.94602195784602
12,12,168,Metaphor,fishing,4.27777777777778,unmatched,0.964465969369829
12,12,169,Anomalous,thought,3.27777777777778,matched,0.934807834613427
12,12,170,Metaphor,shoulder,3.77777777777778,matched,0.95397293178782
12,12,173,Literal,bag,3.72222222222222,matched,0.964098728267478
12,12,174,Literal,chains,5.5,matched,0.949635787022161
13,13,1,Metaphor,tears,4.16666666666667,unmatched,0.978227177059059
13,13,2,Literal,key,5.33333333333333,matched,0.846188521524996
13,13,3,Literal,scattered,4.72222222222222,matched,0.985154443871713
13,13,4,Metaphor,root,3.05555555555556,unmatched,0.952118893196198
13,13,6,Literal,drowning,5.22222222222222,matched,0.892874120945683
13,13,7,Literal,heart,6.38888888888889,unmatched,0.976524212633823
13,13,9,Anomalous,couple,2.16666666666667,matched,0.948583359311746
13,13,10,Literal,body,5.66666666666667,unmatched,0.96865556239533
13,13,11,Metaphor,tag,3.94444444444444,unmatched,0.941300214545225
13,13,13,Metaphor,empty,5.05555555555556,matched,0.983229629065111
13,13,15,Metaphor,missing,4.44444444444444,unmatched,0.992233470724428
13,13,16,Literal,words,3.77777777777778,matched,0.979257893276536
13,13,19,Metaphor,fishing,4.27777777777778,unmatched,0.973093316350955
13,13,22,Anomalous,lifting,1.94444444444444,matched,0.959249865431176
13,13,23,Metaphor,jail,4.66666666666667,matched,0.990843153180092
13,13,24,Metaphor,food,5.83333333333333,matched,0.91346951596351
13,13,26,Anomalous,rain,2.61111111111111,matched,0.963515960400422
13,13,27,Literal,walk,5.16666666666667,matched,0.986922433041965
13,13,28,Metaphor,head,4.61111111111111,matched,0.982429232078907
13,13,30,Anomalous,sheep,2.72222222222222,matched,0.98281071369859
13,13,32,Literal,bag,3.72222222222222,matched,0.925184835852485
13,13,33,Literal,charging,6.11111111111111,matched,0.959439538106733
13,13,34,Anomalous,dry,1.61111111111111,unmatched,0.978618103755024
13,13,35,Metaphor,broken,6.55555555555556,matched,0.896654230216704
13,13,36,Metaphor,plant,5.66666666666667,matched,0.97388327122618
13,13,37,Literal,teeth,5.05555555555556,unmatched,0.98588274921271
13,13,39,Anomalous,fight,1.94444444444444,matched,0.994563283865724
13,13,40,Literal,running,5.72222222222222,matched,0.99009325767342
13,13,41,Metaphor,blind,5.55555555555556,matched,0.95897539324739
13,13,42,Metaphor,shoulder,3.77777777777778,matched,0.957504265514866
13,13,43,Literal,fixed,5,matched,0.978012938389784
13,13,44,Metaphor,tree,5.33333333333333,matched,0.984570961408133
13,13,45,Metaphor,scale,5.66666666666667,matched,0.978796108148187
13,13,46,Anomalous,pills,2.88888888888889,unmatched,0.988485279104946
13,13,47,Anomalous,clock,4,matched,0.961195968863949
13,13,49,Anomalous,walking,2.5,matched,0.973421222207958
13,13,50,Literal,smell,5.66666666666667,unmatched,0.978267381552541
13,13,51,Literal,cough,5.94444444444444,unmatched,0.929162190589467
13,13,52,Anomalous,thought,3.27777777777778,matched,0.961212335113544
13,13,53,Literal,chains,5.5,matched,0.985214348816682
13,13,54,Metaphor,couch,6.11111111111111,matched,0.962143951878759
13,13,55,Literal,eye,5.44444444444444,matched,0.989039608315563
13,13,56,Anomalous,light,2.16666666666667,matched,0.950846950491037
13,13,58,Metaphor,bin,4.72222222222222,matched,0.989988701239713
13,13,59,Literal,growing,5.11111111111111,unmatched,0.905338884443595
13,13,60,Literal,food,5.76470588235294,matched,0.973132057785308
13,13,61,Literal,jail,5.82352941176471,matched,0.977315132378654
13,13,62,Literal,root,5.29411764705882,unmatched,0.981516719035192
13,13,63,Literal,bin,6.17647058823529,matched,0.933233043093375
13,13,64,Metaphor,pills,2.82352941176471,unmatched,0.950321002974344
13,13,65,Metaphor,dry,3.26666666666667,unmatched,0.978442574209247
13,13,66,Literal,empty,5.17647058823529,matched,0.982747905772362
13,13,67,Anomalous,bag,1.58823529411765,matched,0.971093903094466
13,13,69,Literal,scale,5.17647058823529,matched,0.976746223431628
13,13,70,Metaphor,rain,5.88235294117647,matched,0.967967870452242
13,13,71,Anomalous,drowning,3.4375,matched,0.882087267116794
13,13,72,Anomalous,heart,2.35294117647059,unmatched,0.981191071500126
13,13,73,Metaphor,sheep,4,matched,0.974670125775972
13,13,74,Anomalous,body,3.94117647058824,unmatched,0.969831934168554
13,13,75,Metaphor,walking,4.9375,matched,0.980416396693069
13,13,76,Anomalous,fixed,3.875,matched,0.968186962961801
13,13,77,Metaphor,lifting,5.5,matched,0.975437148839174
13,13,79,Anomalous,scattered,2.88235294117647,matched,0.963190405931547
13,13,80,Anomalous,running,3.41176470588235,matched,0.988723310616145
13,13,83,Literal,broken,5.75,matched,0.937907427486115
13,13,84,Anomalous,smell,1.6,unmatched,0.948066537570649
13,13,86,Metaphor,clock,6.35294117647059,matched,0.969577456323725
13,13,87,Literal,tears,6.375,unmatched,0.970969136243275
13,13,88,Anomalous,teeth,1.88235294117647,unmatched,0.993388786204781
13,13,91,Literal,shoulder,4.875,matched,0.993971886216298
13,13,92,Metaphor,fight,4.875,matched,0.981995313391269
13,13,93,Anomalous,eye,2.52941176470588,matched,0.987027626333979
13,13,94,Literal,tag,5.625,unmatched,0.940338831408164
13,13,95,Anomalous,walk,4.23529411764706,matched,0.961500201213059
13,13,96,Literal,missing,6.17647058823529,unmatched,0.984864508719556
13,13,97,Anomalous,growing,2.52941176470588,unmatched,0.958083207028724
13,13,99,Anomalous,cough,4.35294117647059,unmatched,0.991081141690721
13,13,100,Anomalous,key,2.41176470588235,matched,0.986322003800349
13,13,101,Literal,fishing,6.11764705882353,unmatched,0.943997152452267
13,13,104,Anomalous,words,3.52941176470588,matched,0.955442324645134
13,13,106,Anomalous,chains,2.6875,matched,0.959716453687162
13,13,107,Metaphor,couple,5.05882352941176,matched,0.973902720049959
